ASV.ID,5m Dec2014,25m Dec2014,45m Dec2014,75m Dec2014,100m Dec2014,125m Dec2014,155m Dec2014,175m Dec2014,300m Dec2014,400m Dec2014,500m Dec2014,770m Dec2014,5m Apr2015,25m Apr2015,75m Apr2015,100m Apr2015,125m Apr2015,150m Apr2015,175m Apr2015,300m Apr2015,400m Apr2015,500m Apr2015,770m Apr2015,5m Aug2015,25m Aug2015,45m Aug2015,75m Aug2015,100m Aug2015,125m Aug2015,150m Aug2015,175m Aug2015,300m Aug2015,400m Aug2015,500m Aug2015,770m Aug2015,5m Dec2015,25m Dec2015,45m Dec2015,75m Dec2015,100m Dec2015,125m Dec2015,150m Dec2015,175m Dec2015,300m Dec2015,400m Dec2015,500m Dec2015,770m Dec2015,Level1,Level2,Level3,Level4,Level5,Level6,Level7,Level8,Taxa
1d83cb8d388fcf5806186637f6fff706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.4931457,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.;,Alveolates-Syndiniales
1d855cf9174a9ebe9133df15c6a5f0ab,0,0,0,0,0,0,0,0,0,64.46421554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.;,Alveolates-Syndiniales
1d8b4a029dc7fbb0faf872c7da0b131a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.3032012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Radiolaria,RAD-C,RAD-C_X,RAD-C_XX,RAD-C_XXX,RAD-C_XXX_sp.;,Rhizaria-Radiolaria
1d8cb6f728e496e98382f9b0e3b86822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.5475404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,XXX,XXX,XXX,XXX,XXX,XXX,XXX,Other/unknown
1d91516ee1c31667a868832ea34f153e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.7142057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.;,Alveolates-Syndiniales
1d940b1f64581fe3f27589cf886d24f0,0,0,0,0,0,113.5385249,105.7236171,0,78.49096879,0,0,0,0,0,0,0,0,172.9509787,420.1649165,155.6423943,0,0,0,0,0,0,0,0,259.8637682,113.2087685,88.1640147,0,0,0,0,0,0,0,0,0,0,0,119.55751,636.9793814,0,0,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.;,Alveolates-Ciliates
1d962db3d745e6734d2c8a9906f5ac4c,0,0,0,0,0,0,0,0,0,0,0,377.2244298,0,0,0,0,0,0,0,0,0,561.9910561,301.7478099,0,0,0,0,0,0,0,0,0,0,0,220.1410268,0,0,0,0,0,0,0,0,0,0,0,162.2837421,Eukaryota,XXX,XXX,XXX,XXX,XXX,XXX,XXX,Other/unknown
1d98288c40632d22c66b6aff3479d431,0,0,0,0,0,0,0,0,0,0,0,0,0,329.0588991,0,0,0,0,0,0,0,0,0,1455.952148,1748.716167,2471.490855,1809.538491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Protoperidinium,Protoperidinium_sp.;,Alveolates-Dinophyceae
1d98988644b339555cdf0d95b86275c1,0,0,0,0,0,0,26.43090428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.;,Alveolates-Syndiniales
1dacd7c3e7134a57e1d45fa09fab5fd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.01121158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Stramenopiles_X,MAST,MAST-11,MAST-11_X,MAST-11_XX,MAST-11_XX_sp.;,Stramenopiles-MAST
1dafaf211f62e1f13e1b167c778efdd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.9259537,0,0,0,0,0,0,0,0,149.1806293,0,421.1464845,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,XXX,XXX,XXX,Stramenopiles-Diatoms
1dbe52ea6111f4913782e6c0e779c473,0,0,0,90.7039599,0,0,0,0,0,0,0,0,0,0,0,0,161.9491166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155.845593,245.6169553,842.958874,0,0,0,0,0,0,Eukaryota,Opisthokonta,XXX,XXX,XXX,XXX,XXX,XXX,Opisthokonts-Other
1dcf55bf6bcec1f599a0b871985c0963,0,0,0,0,0,421.7145209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Plagiacanthoidea,Lithomelissa,Lithomelissa_setosa;,Rhizaria-Radiolaria
1dd9bdcad776355e81e176bef4dcb58b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.5612851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.;,Alveolates-Syndiniales
1dea4a2163c0c7a7fd81e39871b9e1f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.5932282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_H,Strombidiidae_H_X,Strombidiidae_H_X_sp.;,Alveolates-Ciliates
1deeca2a40690ca523de09ab75a1fdec,0,0,0,0,0,0,0,0,5350.467706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.051126,1270.048755,0,0,10075.5804,0,0,0,0,0,0,0,0,0,0,0,733.2835024,1602.070634,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.;,Alveolates-Ciliates
1df07a57057e7cd476d9872af2e3d820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682.084126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,XXX,XXX,XXX,Alveolates-Syndiniales
1df206dfbfb528853066b11568cb956e,0,0,0,0,0,0,0,0,0,2784.854111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.;,Alveolates-Ciliates
1e06885d2ca0b1ed96569c68fb3a991d,0,0,0,0,0,0,0,0,1622.146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,XXX,XXX,Alveolates-Dinophyceae
1e0e8b55a6b512c3cbf5d104578a9ffd,0,116.6673222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.8431621,508.491935,0,0,0,0,0,0,0,0,0,0,372.9515733,888.420528,867.0662917,1027.418305,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Stramenopiles_X,MAST,MAST-11,MAST-11_X,MAST-11_XX,MAST-11_XX_sp.;,Stramenopiles-MAST
1e1056baf67fefb5a99d50710351406d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.26697154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pedinellales_X,Pedinellales_X_sp.;,Stramenopiles-Ochrophyta
1e17aa384819aadd379fefd3ef991089,0,0,0,0,0,0,0,0,0,2256.247544,846.5254319,0,0,0,0,0,0,518.8529361,787.8092185,0,0,1784.321603,0,0,0,0,1348.724341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892.151886,293.4822636,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.;,Alveolates-Ciliates
1e19b3063e7bc9356d09a77650408af1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.8409097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophysiales,Dinophysaceae_Oxyphysaceae,Phalacroma,Phalacroma_porodictyum;,Alveolates-Dinophyceae
1e1e41b4f4230c677a464f94444faff4,0,0,0,0,0,0,0,0,1085.791735,0,0,0,0,0,0,0,0,0,0,0,0,0,7878.970592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,Litostomatea_XXX,Litostomatea_XXX_sp.;,Alveolates-Ciliates
1e2369abc850f55b3675a9a8d084c0e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.4822636,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,Dino-Group-II-Clade-20_X_sp.;,Alveolates-Syndiniales
1e26f45fcd5cd735b5be94f06eca8dc6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.64600798,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea-1,Colpodea-1_X,Colpodea-1_XX,Colpodea-1_XX_sp.;,Alveolates-Ciliates
1e2940e5f91312f424d6efb36023c2dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.7087264,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea-1,Colpodea-1_X,Colpodea-1_XX,Colpodea-1_XX_sp.;,Alveolates-Ciliates
1e2e5c65313afd501e27da90caf4e239,0,0,0,0,0,0,66.0772607,0,170.0637657,335.2139208,0,1607.694594,0,0,0,0,0,172.9509787,0,0,436.0958846,0,435.8579477,0,0,0,0,0,0,0,117.5520196,0,387.9256598,0,660.4230805,0,0,0,0,0,0,0,0,0,0,0,250.8021469,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.;,Alveolates-Syndiniales
1e2f5ba9b8537beed6e67975ad272574,0,0,0,0,0,0,0,0,1229.691844,0,0,0,0,0,0,0,0,0,0,233.4635915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928.9282645,0,0,0,Eukaryota,Stramenopiles,Stramenopiles_X,Stramenopiles_XX,Stramenopiles_XXX,Stramenopiles_XXXX,Stramenopiles_XXXXX,Stramenopiles_XXXXX_sp.;,Stramenopiles-Other
1e33557e3fe1ed154d1c7437b64fe893,0,0,0,0,0,0,0,0,261.6365626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,XXX,XXX,Alveolates-Dinophyceae
1e34b3e1ab1f875e61658ba34c685819,0,189.5843985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,Litostomatea_XXX,Litostomatea_XXX_sp.;,Alveolates-Ciliates
1e401ec8005d8b2c22670e00eedfc905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.14932921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Stramenopiles_X,XXX,XXX,XXX,XXX,XXX,Stramenopiles-Other
1e40cdac475140dd4a123b85e20185d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709.904256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.7325913,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15_X_sp.;,Alveolates-Syndiniales
1e451cee7c4d8cb2168b2780a8d9c95d,0,0,0,0,214.4951069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,XXX,XXX,Alveolates-Dinophyceae
1e452b358a7c681e7951e33c638fe95b,0,0,0,0,311.9928827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944.410926,6412.02052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Stramenopiles_X,MAST,MAST-3,MAST-3I,MAST-3I_X,MAST-3I_X_sp.;,Stramenopiles-MAST
1e46bb955a8ba4bcfacc143b28169be1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.6028448,0,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.;,Alveolates-Ciliates
1e5334568a53e62d5fe5f146600173ff,0,0,0,0,0,0,0,0,418.6185002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Stramenopiles_X,Labyrinthulea,Labyrinthulales,Labyrinthulaceae,Labyrinthulaceae_X,Labyrinthulaceae_X_sp.;,Stramenopiles-Other
1e57b57b9f95889ddf16d5c776f129bd,0,0,0,0,0,0,0,0,0,0,0,368.2428958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,XXX,XXX,XXX,XXX,XXX,XXX,XXX,Other/unknown
1e5a9543b4b4b573d058f77131fdccc9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.8981004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.;,Alveolates-Syndiniales
1e703bfe67e4174a0089541dfd9f0351,0,0,0,0,0,0,0,0,91.57279692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-6,Dino-Group-I-Clade-6_X,Dino-Group-I-Clade-6_X_sp.;,Alveolates-Syndiniales
1e795cb9d86e9f2e086ce27de3678491,0,0,0,0,0,0,0,114.8527211,0,0,0,0,0,0,0,0,0,0,157.5618437,0,0,0,0,0,0,0,0,0,0,264.1537933,999.1921666,0,0,0,0,0,0,0,0,0,0,0,382.5840319,0,0,0,0,Eukaryota,Rhizaria,Radiolaria,RAD-C,RAD-C_X,RAD-C_XX,RAD-C_XXX,RAD-C_XXX_sp.;,Rhizaria-Radiolaria
1e7d0773034af3107cf2f37893b32c31,0,0,0,0,0,0,0,0,353.2093595,0,0,0,0,0,0,0,0,0,0,0,519.1617673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,XXX,XXX,XXX,XXX,XXX,XXX,XXX,Other/unknown
1e82b455662187be88168cbae6abfcfc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9491166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-19,Dino-Group-II-Clade-19_X,Dino-Group-II-Clade-19_X_sp.;,Alveolates-Syndiniales
1e8524c36f3128c292972a748cdc592e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.3525671,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.;,Alveolates-Syndiniales
1e88c58aca267e1d9e214a0d8d64c264,320.4613561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.5359684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Cyrtophoria,Chlamydodontidae,Chlamydodon,Chlamydodon_sp.;,Alveolates-Ciliates
1e9caa6aaf7232d27db84a3e9c078aee,0,0,0,0,0,0,0,0,693.3368909,0,356.4317608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2713831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea-Group-I,Acantharea-Group-I_X,Acantharea-Group-I_XX,Acantharea-Group-I_XX_sp.;,Rhizaria-Radiolaria
1ea16f42f4d5e76ee542c3ee7da4330e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.9400245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Plagiacanthoidea,Lithomelissa,Lithomelissa_setosa;,Rhizaria-Radiolaria
1ea4a22c6317fdfc5daafb16dee1af2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.91059858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,XXX,XXX,XXX,XXX,XXX,XXX,XXX,Other/unknown
1ea82740b0314d75b77ee899409e5bdc,0,0,0,0,0,0,0,0,1072.709907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,XXX,XXX,Alveolates-Dinophyceae
1eb14bc0479ed5e72da55f50412415ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.9017114,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Oligohymenophorea_X,Oligohymenophorea_XX,Collinia,Collinia_sp.;,Alveolates-Ciliates
1eb591b48b605c248bf931d8b32af029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.47251236,0,0,0,0,0,0,0,0,0,0,0,31.88189141,0,0,0,0,0,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Raphid-pennate_X,Raphid-pennate_X_sp.;,Stramenopiles-Diatoms
1ed0ee00a8bde866a87c9744f66356df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.0784811,516.025563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Stramenopiles_X,MAST,MAST-9,MAST-9A,MAST-9A_X,MAST-9A_X_sp.;,Stramenopiles-MAST
1ed12ad7273d404fe6dcc42ab5badf47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.24679092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-1,Telonemia-Group-1_X,Telonemia-Group-1_X_sp.;,Hacrobia-other
1edf35dd720f9ada155778378af004a7,0,0,0,0,0,0,0,0,0,0,193.0672038,0,0,0,0,0,0,0,0,233.4635915,0,196.6968696,419.0941804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.4385738,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,XXX,XXX,Alveolates-Dinophyceae
1efee1e56e3e59ab648e3ab11b28bd59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.31848032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,XXX,XXX,XXX,XXX,XXX,Archaeplastids
1eff453fb01ac2c6f9bf7f9c7c239711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955.3847954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Prorocentrum,Prorocentrum_sp.;,Alveolates-Dinophyceae
1f03cd3c79b8a90a3971c7c05b83b9e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038.323535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,XXX,XXX,XXX,XXX,XXX,XXX,XXX,Other/unknown
1f0b72e08b6a60cea624097105546a53,0,0,0,0,0,0,0,0,0,0,222.7698505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.2527981,249.4174528,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Stramenopiles_X,MAST,MAST-3,MAST-3J,MAST-3J_X,MAST-3J_X_sp.;,Stramenopiles-MAST
1f18b850662855c691abd4e4603712f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.5322585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,XXX,XXX,Alveolates-Dinophyceae
1f19eaedc7b20ab38c7ead1d1fd64dc0,0,0,0,0,0,0,0,0,0,1779.212349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777.992607,0,0,0,0,0,0,0,0,0,0,1327.040378,0,0,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae,Strombidiidae_X,Strombidiidae_X_sp.;,Alveolates-Ciliates
1f1a33d59e7f7e5671bcda6e775a1b4d,0,0,0,0,0,0,0,1020.913077,0,0,0,0,0,0,0,0,0,2961.78551,0,0,0,0,0,0,0,0,0,1677.406212,0,5320.812121,3262.068544,0,0,0,0,0,0,0,0,0,1510.301316,0,2175.946682,0,0,0,0,Eukaryota,Stramenopiles,Stramenopiles_X,MAST,MAST-3,MAST-3I,MAST-3I_X,MAST-3I_X_sp.;,Stramenopiles-MAST
1f1a6e6d5cf962a0c24115e8389a5848,0,0,0,0,0,0,0,0,0,0,0,682.5965873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.4230805,0,0,0,0,0,0,0,0,0,0,0,442.592024,Eukaryota,XXX,XXX,XXX,XXX,XXX,XXX,XXX,Other/unknown
1f1b684ba0ecf4f23ea135d185420529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.6968696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,XXX,XXX,Alveolates-Dinophyceae
1f20aa3497b8956ba60a63a815f8f283,0,0,0,0,0,0,0,0,0,0,0,449.0767022,0,0,0,0,0,0,0,0,0,0,301.7478099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,XXX,XXX,Alveolates-Dinophyceae
1f2b6edee1b8908649d10130a8cee3f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.9289738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.;,Alveolates-Syndiniales
1f351e962ebb23156f855547ef28680e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.873905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellarida,XXX,XXX,XXX,Rhizaria-Radiolaria
